	Avg_Clostridium_innocuum_I46	Var_Clostridium_innocuum_I46	Avg_Bacteroides_caecimuris_I48	Var_Bacteroides_caecimuris_I48	Avg_Limosilactobacillus_reuteri_I49	Var_Limosilactobacillus_reuteri_I49	Avg_Flavonifractor_plautii_YL31	Var_Flavonifractor_plautii_YL31	Avg_Muribaculum_intestinale_YL27	Var_Muribaculum_intestinale_YL27	Avg_Akkermansia_muciniphilaYL44	Var_Akkermansia_muciniphilaYL44	Avg_Turicimonas_muris_YL45	Var_Turicimonas_muris_YL45	Avg_Acutalibacter_muris_KB1	Var_Acutalibacter_muris_KB1	Avg_Enterocloster_clostridioformis_YL32	Var_Enterocloster_clostridioformis_YL32	Avg_Bifidobacterium_animalis_YL2	Var_Bifidobacterium_animalis_YL2	Avg_Enterococcus_faecalis_KB1	Var_Enterococcus_faecalis_KB1	Avg_Blautia_coccoides_YL58	Var_Blautia_coccoides_YL58	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
Adenosine-e0	0.0	0.0	-2.7801225948101405e-14	6.912151340521713e-27	0.0	0.0	3.26849658449646e-14	9.553915912246682e-27	-3.090860900556435e-14	8.543666060939879e-27	0.0	0.0	0.0	0.0	2.7433610938487608e-14	6.730561455081377e-27	5.777670009088352e-15	2.985319451447113e-28	0.0	0.0	0.0	0.0	2.106335939000558e-13	3.9677163710493694e-25	0.6999999999999997	4.382091319070383	0.0	0.0	0.6999999999999997	4.382091319070383	.Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Muribaculum_intestinale_YL27	2		1	.Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Muribaculum_intestinale_YL27	2
Amylotriose-e0	0.0	0.0	0.0	0.0	-1.3152950950612304e-13	1.5471475885587527e-25	-1.7474216518209568e-14	2.7307426216657396e-27	0.0	0.0	0.0	0.0	0.0	0.0	1.1891659532081706e-14	1.264649791134044e-27	0.0	0.0	-4.461708780212347e-16	1.7802778308930058e-30	2.1315154155598917e-11	4.0631447970632075e-21	6.159846504399933e-13	3.393322400758545e-24	0.7999999999999997	5.723547845316418	0.0	0.0	0.7999999999999997	5.723547845316418	.Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	2		1	.Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	2
CELB-e0	0.0	0.0	-1.3166134849029727e-12	1.5502507187134607e-23	0.0	0.0	0.0	0.0	7.375433597189838e-13	4.864749232587294e-24	0.0	0.0	0.0	0.0	8.763476055939631e-15	6.868124394032681e-28	0.0	0.0	0.0	0.0	534.3998283737292	2553982.77326908	0.0	0.0	0.5999999999999998	3.219495662990485	0.09999999999999996	0.08943043508306903	0.6999999999999997	4.382091319070383	.Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Muribaculum_intestinale_YL27	2	.Enterococcus_faecalis_KB1	2	.Enterococcus_faecalis_KB1Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Muribaculum_intestinale_YL27	2
Citrate-e0	0.0	0.0	-1.0082379375830892e-12	9.090994884022624e-24	6.510139649584798e-14	3.7902333893871726e-26	4.944794573802367e-14	2.186662975927771e-26	-7.691625114603081e-14	5.290802636079922e-26	-1.5126788710517753e-16	2.0463448608016764e-31	0.0	0.0	2.431388423929092e-15	5.286814018693872e-29	-6.16971751465911e-14	3.404206554479371e-26	0.0	0.0	-1651.1081525216	24380150.778948855	-1.0385199644691308e-13	9.645284522303299e-26	1.0999999999999996	10.821082645051352	0.09999999999999996	0.08943043508306903	1.1999999999999995	12.87798265196194	.Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	2	.Enterococcus_faecalis_KB1	2	.Enterococcus_faecalis_KB1Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	2
Cytidine-e0	0.0	0.0	4.9975995564111013e-14	2.233614665240993e-26	0.0	0.0	-1.5254464358349645e-14	2.0810344451441194e-27	-2.74939793154516e-13	6.760215598917649e-25	0.0	0.0	2.1804780203638066e-14	4.251956082452783e-27	1.6089907184380076e-14	2.3152208310181375e-27	-1.5554571519693633e-14	2.1637219354312387e-27	0.0	0.0	-9.81935054100713e-12	8.622850807124127e-22	-6.855849221665264e-13	4.2034690985104085e-24	0.8999999999999997	7.24386524172859	0.0	0.0	0.8999999999999997	7.24386524172859	.Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	2		1	.Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	2
Formaldehyde-e0	-1.0169087794054118e-13	9.248032285236187e-26	0.0	0.0	0.0	0.0	0.0	0.0	-4.3091425605442446e-15	1.6606077790935645e-28	1.6990281276451623e-14	2.5815853097069345e-27	-1.9815399321387865e-14	3.511486483068258e-27	0.0	0.0	2.1513346659673962e-14	4.139055924369597e-27	0.0	0.0	-754.1083164422944	5085724.195505841	0.0	0.0	0.7999999999999997	5.723547845316418	0.09999999999999996	0.08943043508306903	0.8999999999999997	7.24386524172859	.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	2	.Enterococcus_faecalis_KB1	2	.Enterococcus_faecalis_KB1Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	2
GABA-e0	0.0	0.0	0.0	0.0	-4.650724250154779e-14	1.934311990553342e-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.27071703054571e-14	9.566901185518762e-27	0.0	0.0	4.789499352675362e-12	2.0514719416297143e-22	0.0	0.0	0.0	0.0	0.6999999999999997	4.382091319070383	0.0	0.0	0.6999999999999997	4.382091319070383	.Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	2		1	.Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	2
H2O2-e0	7.147660401759275e-15	4.56891589962455e-28	2.8710860017819795e-14	7.371871342620713e-27	7.32702787331618e-13	4.8011030863029654e-24	-1.9950707752514055e-13	3.5596062239095125e-25	1.4843944774627416e-13	1.9705343212884455e-25	4.653287026876404e-14	1.9364443791051676e-26	-6.080497216842671e-13	3.3064619679979872e-24	7.600864382339975e-15	5.166676988965511e-28	-1.018022471876989e-14	9.268299793977054e-28	0.0	0.0	-1.5933980987489718e-11	2.270564967631087e-21	-8.369901199848537e-13	6.2650711381475356e-24	1.1999999999999995	12.87798265196194	0.0	0.0	1.1999999999999995	12.87798265196194	.Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	2		1	.Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	2
Heme-e0	-4.879652237832486e-13	2.129428622963631e-24	0.0	0.0	-1.1866396754101056e-12	1.2592822255962798e-23	1.1963763313360683e-13	1.2800324179188024e-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.06279437975354e-13	3.80537291341513e-25	7.332825013861563e-10	4.8087033521794336e-18	-1.5213719173345903e-12	2.0699322667701413e-23	0.6999999999999997	4.382091319070383	0.0	0.0	0.6999999999999997	4.382091319070383	.Acutalibacter_muris_KB1.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	2		1	.Acutalibacter_muris_KB1.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	2
Itaconate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09999999999999996	0.08943043508306903	0.0	0.0	0.09999999999999996	0.08943043508306903	.Flavonifractor_plautii_YL31	2		1	.Flavonifractor_plautii_YL31	2
L-Arabinose-e0	0.0	0.0	5.52406969993313e-15	2.72900067393681e-28	-5.415251580487277e-14	2.6225430086688207e-26	0.0	0.0	0.0	0.0	7.003564395091642e-14	4.3865551709301745e-26	0.0	0.0	8.382183835919929e-16	6.283472323358506e-30	-6.281641873329134e-13	3.528837740145998e-24	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999999999998	3.219495662990485	0.0	0.0	0.5999999999999998	3.219495662990485	.Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Limosilactobacillus_reuteri_I49	2		1	.Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Limosilactobacillus_reuteri_I49	2
L-Rhamnose-e0	0.0	0.0	2.73803202333056e-13	6.7044381717405695e-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3440806507533107e-13	1.6876450225718603e-24	0.0	0.0	0.0	0.0	222.05788449990328	440978.82886698097	0.39999999999999986	1.4308869613291044	0.09999999999999996	0.08943043508306903	0.49999999999999983	2.2357608770767254	.Bacteroides_caecimuris_I48.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1	2	.Blautia_coccoides_YL58	2	.Blautia_coccoides_YL58Bacteroides_caecimuris_I48.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1	2
LACT-e0	0.0	0.0	-1.898481372109017e-14	3.223279929956161e-27	-1.1832756996454915e-13	1.2521525291386505e-25	0.0	0.0	-5.2513549064769885e-14	2.4661988148461475e-26	0.0	0.0	0.0	0.0	2.025116185855324e-15	3.6676276080369335e-29	0.0	0.0	-7.167877402736165e-16	4.594798609477316e-30	0.0	0.0	0.0	0.0	0.5999999999999998	3.219495662990485	0.0	0.0	0.5999999999999998	3.219495662990485	.Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Enterococcus_faecalis_KB1.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	2		1	.Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Enterococcus_faecalis_KB1.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	2
Maltodextrin-e0	0.0	0.0	6.11777295489446e-13	3.347125944226193e-24	0.0	0.0	-3.6379232959404806e-14	1.1835658327768533e-26	0.0	0.0	0.0	0.0	0.0	0.0	1.1446052439190165e-14	1.1716470574444715e-27	0.0	0.0	-8.077566393538402e-15	5.835074648741248e-28	0.0	0.0	2.403676650081231e-13	5.166987761760434e-25	0.5999999999999998	3.219495662990485	0.0	0.0	0.5999999999999998	3.219495662990485	.Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31	2		1	.Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31	2
Molybdate-e0	0.0	0.0	5.47695222508082e-13	2.6826452687776742e-24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6245672302138692e-14	6.160284188447825e-27	0.0	0.0	0.0	0.0	0.0	0.0	0.2999999999999999	0.8048739157476212	0.0	0.0	0.2999999999999999	0.8048739157476212	.Bacteroides_caecimuris_I48.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31	2		1	.Bacteroides_caecimuris_I48.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31	2
Myristic acid-e0	0.0	0.0	-1.3033418094776644e-12	1.5191546865825055e-23	0.0	0.0	0.0	0.0	-3.413880289571124e-13	1.0422740377268721e-24	-3.037570195374427e-14	8.251596620687773e-27	1.4691858840620848e-13	1.930362346210782e-25	6.438426181087917e-16	3.7071894886185144e-30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999999999998	3.219495662990485	0.0	0.0	0.5999999999999998	3.219495662990485	.Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	2		1	.Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	2
Ornithine-e0	0.0	0.0	-2.3116022984659416e-13	4.7787199367703255e-25	-8.031769693772614e-15	5.7690969492413625e-28	0.0	0.0	0.0	0.0	0.0	0.0	-3.670189152593649e-14	1.2046537537208582e-26	-1.9508727315889477e-15	3.403636877052638e-29	0.0	0.0	-6.024347687372254e-15	3.245677769535617e-28	6.471383082184976e-11	3.745239215003548e-20	5.321763862919935e-13	2.5327746099538484e-24	0.9999999999999997	8.943043508306902	0.0	0.0	0.9999999999999997	8.943043508306902	.Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	2		1	.Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	2
Propanal-e0	0.0	0.0	0.0	0.0	0.0	0.0	1.1213252548714076e-14	1.1244717542314832e-27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.944470512939783e-13	2.1863763760863108e-24	0.49999999999999983	2.2357608770767254	0.0	0.0	0.49999999999999983	2.2357608770767254	.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	2		1	.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	2
Propionate-e0	-2.1660451210436797e-13	4.1958537494152265e-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.302808109812871e-15	1.6557291720359237e-28	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999999999998	3.219495662990485	0.0	0.0	0.5999999999999998	3.219495662990485	.Akkermansia_muciniphilaYL44.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Muribaculum_intestinale_YL27	2		1	.Akkermansia_muciniphilaYL44.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Muribaculum_intestinale_YL27	2
TRHL-e0	1.7820918352118291e-13	2.8401776433451105e-25	0.0	0.0	-7.302283777654848e-14	4.768730244761607e-26	-4.748805515486508e-15	2.0167594980979422e-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.080377536906041e-13	3.8705230237570955e-25	5.0766335579766044e-14	2.304819799708429e-26	3.1641715289576476e-11	8.953758584287195e-21	1.0388580620745987e-12	9.651565727366902e-24	0.7999999999999997	5.723547845316418	0.0	0.0	0.7999999999999997	5.723547845316418	.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	2		1	.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	2
Taurine-e0	1.856292897173261e-13	3.0816147873556186e-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19999999999999993	0.3577217403322761	0.0	0.0	0.19999999999999993	0.3577217403322761	.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32	2		1	.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32	2
Xanthosine-e0	-4.568151412698283e-14	1.8662349747793114e-26	-1.2925337883329386e-14	1.4940638347857909e-27	3.362379819016324e-14	1.0110645522468618e-26	1.0397793737126899e-13	9.66869230728407e-26	0.0	0.0	0.0	0.0	7.55784324013575e-15	5.1083553853672755e-28	1.482633460447857e-14	1.9658615929654333e-27	1.572006413930182e-15	2.2100086369417993e-29	-7.283618153053336e-14	4.7443823643487565e-26	-5.765019017722748e-12	2.972260241665962e-22	-4.279454395017533e-13	1.6378048346531088e-24	1.0999999999999996	10.821082645051352	0.0	0.0	1.0999999999999996	10.821082645051352	.Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	2		1	.Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	2
Xylitol-e0	0.0	0.0	0.0	0.0	-3.256735159329337e-14	9.485281608311558e-27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19999999999999993	0.3577217403322761	0.0	0.0	0.19999999999999993	0.3577217403322761	.Bacteroides_caecimuris_I48.Limosilactobacillus_reuteri_I49	2		1	.Bacteroides_caecimuris_I48.Limosilactobacillus_reuteri_I49	2
Xylose-e0	0.0	0.0	0.0	0.0	-2.1076543288423003e-14	3.9726848416001085e-27	0.0	0.0	-3.19921866775985e-13	9.153205106001671e-25	0.0	0.0	0.0	0.0	4.193582498931503e-16	1.572735630730297e-30	-1.5387419561049171e-15	2.1174683855056676e-29	0.0	0.0	0.0	0.0	0.0	0.0	0.49999999999999983	2.2357608770767254	0.0	0.0	0.49999999999999983	2.2357608770767254	.Acutalibacter_muris_KB1.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	2		1	.Acutalibacter_muris_KB1.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	2
ddca-e0	0.0	0.0	-1.1925339188367797e-12	1.2718234385553502e-23	0.0	0.0	0.0	0.0	-3.0998537070558985e-13	8.59345368204079e-25	1.2212453270876717e-14	1.3338014141947797e-27	1.2617407119108744e-13	1.4237232473040076e-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49999999999999983	2.2357608770767254	0.0	0.0	0.49999999999999983	2.2357608770767254	.Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	2		1	.Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	2
indol-e0	-6.881162306626717e-14	4.2345663984942947e-26	-6.034062138837723e-14	3.256153725555189e-26	0.0	0.0	1.9602375278537912e-17	3.436392339604279e-33	-4.618527782440649e-13	1.907622624255304e-24	2.936539900133538e-14	7.711824825406638e-27	3.7236880245927735e-13	1.2400292222747076e-24	-4.0911718457437004e-15	1.4968586370800916e-28	1.5543122344752186e-15	2.1605378279518744e-29	0.0	0.0	0.0	0.0	-3.719691221704123e-13	1.237368691900759e-24	0.9999999999999997	8.943043508306902	0.0	0.0	0.9999999999999997	8.943043508306902	.Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	2		1	.Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	2
ocdca-e0	0.0	0.0	-1.8523776262879813e-12	3.0686290859917826e-23	-1.0353176649324777e-14	9.585893329653894e-28	0.0	0.0	-4.607703107950554e-13	1.898691122088152e-24	0.0	0.0	0.0	0.0	-1.0183520693374245e-14	9.274302220593644e-28	0.0	0.0	0.0	0.0	2.0239965259349894e-10	3.6635731637037354e-19	0.0	0.0	0.5999999999999998	3.219495662990485	0.0	0.0	0.5999999999999998	3.219495662990485	.Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Enterococcus_faecalis_KB1.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	2		1	.Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Enterococcus_faecalis_KB1.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	2
